,Sample Result (ppb),Address,Analyze Date,geometry,x,y
10308,2.4,4000 WINDSOR ST,3/27/2017,POINT (-79.92896827336931 40.4266308426311),-79.9289682733693,40.4266308426311
10309,2.0,4000 HOWLEY ST,3/27/2017,POINT (-79.957063478316 40.463759659661),-79.957063478316,40.463759659661
10310,2.0,4100 MURRAY AVE,3/27/2017,POINT (-79.92841259395949 40.4248886527262),-79.9284125939595,40.4248886527262
10311,5.8,4400 MILGATE ST,3/27/2017,POINT (-79.9531690049443 40.4653674999247),-79.9531690049443,40.4653674999247
10312,2.0,4600 AMSTERDAM ST,3/27/2017,POINT (-79.9335545035477 40.4870439079084),-79.9335545035477,40.4870439079084
10313,2.0,5200 HOLMES ST,3/27/2017,POINT (-79.9521051455168 40.4789718723775),-79.9521051455168,40.4789718723775
10314,11.0,5400 STANTON AVE,3/27/2017,POINT (-79.9304253621751 40.4728664529495),-79.9304253621751,40.4728664529495
10315,2.0,5400 UPSAL PL,3/27/2017,POINT (nan nan),,
10316,9.2,5400 KIPLING RD,3/27/2017,POINT (-79.9312987069121 40.4468030842035),-79.9312987069121,40.4468030842035
10317,2.0,5400 BARTLETT ST,3/27/2017,POINT (-79.9331002157024 40.4342472347068),-79.9331002157024,40.4342472347068
10318,2.0,5500 BEACON ST,3/27/2017,POINT (-79.930384652876 40.433524732232),-79.930384652876,40.433524732232
10319,11.0,5700 WALNUT ST,3/27/2017,POINT (-79.9305943850329 40.45234372974),-79.9305943850329,40.45234372974
10320,2.0,5800 JACKSON ST,3/27/2017,POINT (-79.92210355006171 40.4715018080549),-79.9221035500617,40.4715018080549
10321,2.7,5800 PHILLIPS AVE,3/27/2017,POINT (-79.92286042163261 40.4322529151228),-79.9228604216326,40.4322529151228
10322,3.7,6300 FORWARD AVE,3/27/2017,POINT (-79.9211799154042 40.4289730339048),-79.9211799154042,40.4289730339048
10323,2.0,6500 LILAC ST,3/27/2017,POINT (-79.9237330829401 40.4230912260248),-79.9237330829401,40.4230912260248
10324,3.0,6700 THOMAS BLVD,3/27/2017,POINT (-79.9113859196888 40.4546216554712),-79.9113859196888,40.4546216554712
10325,3.0,6700 THOMAS BLVD,3/27/2017,POINT (-79.9113859196888 40.4546216554712),-79.9113859196888,40.4546216554712
10326,4.7,7000 THOMAS BLVD,3/27/2017,POINT (-79.90453876172811 40.4521132416197),-79.9045387617281,40.4521132416197
10327,2.0,7500 GRAYMORE RD,3/27/2017,POINT (-79.89880384232519 40.4429375331115),-79.8988038423252,40.4429375331115
10328,0.0,3200 JOE HAMMER SQ,3/24/2017,POINT (-79.9618380440082 40.4346356692812),-79.9618380440082,40.4346356692812
10329,5.0,6600 BEACON ST,3/24/2017,POINT (-79.9134510080071 40.4348328978393),-79.9134510080071,40.4348328978393
10330,2.0,0 PARKLANE DR,3/24/2017,POINT (-79.9005268286793 40.4546992968869),-79.9005268286793,40.4546992968869
10331,2.0,100 WHIPPLE ST,3/24/2017,POINT (-79.9015820671784 40.4196515725957),-79.9015820671784,40.4196515725957
10332,0.0,200 MOORE AVE,3/24/2017,POINT (-79.9905172275041 40.4115347163142),-79.9905172275041,40.4115347163142
10333,9.84,300 BAILEY AVE,3/24/2017,POINT (-80.0024488694898 40.4267587801956),-80.0024488694898,40.4267587801956
10334,2.0,500 AVERY ST,3/24/2017,POINT (-80.00028789870019 40.4530878264469),-80.0002878987002,40.4530878264469
10335,2.2,700 WILLS ST,3/24/2017,POINT (-80.0126492028775 40.4193487154065),-80.0126492028775,40.4193487154065
10336,0.0,1000 VINIAL ST,3/24/2017,POINT (-79.99266323553709 40.4574778511517),-79.9926632355371,40.4574778511517
10337,1.0,1200 N HIGHLAND AVE,3/24/2017,POINT (-79.9182755871684 40.4746710429904),-79.9182755871684,40.4746710429904
10338,0.0,1500 E CARSON ST,3/24/2017,POINT (-79.9833067047676 40.4286848300484),-79.9833067047676,40.4286848300484
10339,3.9,2000 WIGHTMAN ST,3/24/2017,POINT (-79.9278604321316 40.4336385454501),-79.9278604321316,40.4336385454501
10340,2.0,2300 JANE ST,3/24/2017,POINT (-79.97265487064919 40.4257754802241),-79.9726548706492,40.4257754802241
10341,2.0,3300 DELAWARE ST,3/24/2017,POINT (-80.01156760932631 40.4805761087744),-80.0115676093263,40.4805761087744
10342,2.0,3500 BETHOVEN ST,3/24/2017,POINT (-79.9608251846569 40.458502245647),-79.9608251846569,40.458502245647
10343,13.0,3500 MCCLURE AVE,3/24/2017,POINT (-80.0350140409962 40.4788591639242),-80.0350140409962,40.4788591639242
10344,2.0,3600 MASSACHUSETTS AVE,3/24/2017,POINT (-80.04069232361989 40.4806777251645),-80.0406923236199,40.4806777251645
10345,2.0,4200 LYDIA ST,3/24/2017,POINT (-79.9419922775181 40.4231776010646),-79.9419922775181,40.4231776010646
10346,2.0,4400 CENTRE AVE,3/24/2017,POINT (-79.95357931038841 40.4511779499988),-79.9535793103884,40.4511779499988
10347,2.0,4700 BAYARD ST,3/24/2017,POINT (-79.94855935201601 40.4506689160199),-79.948559352016,40.4506689160199
10348,2.0,5100 ROSECREST DR,3/24/2017,POINT (-79.93521184087589 40.4761990242425),-79.9352118408759,40.4761990242425
10349,2.0,5600 AYLESBORO AVE,3/24/2017,POINT (-79.9274220860256 40.4392427799082),-79.9274220860256,40.4392427799082
10350,2.1,5800 WALNUT ST,3/24/2017,POINT (-79.9285636679178 40.452648095303),-79.9285636679178,40.452648095303
10351,2.8,5800 DEVEREAUX LN,3/24/2017,POINT (nan nan),,
10352,2.0,6300 EBDY ST,3/24/2017,POINT (-79.9237360120141 40.4244201554358),-79.9237360120141,40.4244201554358
10353,6.9,6600 WILKINS AVE,3/24/2017,POINT (-79.915349317687 40.4455664542959),-79.915349317687,40.4455664542959
10354,8.1,6700 JUNIATA PL,3/24/2017,POINT (-79.91264318251071 40.4514775245484),-79.9126431825107,40.4514775245484
10355,8.1,6700 JUNIATA PL,3/24/2017,POINT (-79.91264318251071 40.4514775245484),-79.9126431825107,40.4514775245484
10356,2.0,6900 THOMAS BLVD,3/24/2017,POINT (-79.90653700548491 40.4534101645525),-79.9065370054849,40.4534101645525
10357,0.0,7000 MEADE PL,3/22/2017,POINT (-79.90513484181029 40.4512737185811),-79.9051348418103,40.4512737185811
10358,0.0,6700 FOREST GLEN RD,3/22/2017,POINT (-79.911106950562 40.4346408956349),-79.911106950562,40.4346408956349
10359,0.0,5400 HOBART ST,3/22/2017,POINT (-79.9323759881995 40.431798722587),-79.9323759881995,40.431798722587
10360,0.0,7000 REYNOLDS ST,3/22/2017,POINT (-79.9075163056733 40.4481454664563),-79.9075163056733,40.4481454664563
10361,0.0,0 RICHEY AVE,3/22/2017,POINT (-80.01545545104911 40.4869923560933),-80.0154554510491,40.4869923560933
10362,2.0,100 42ND ST,3/22/2017,POINT (-79.9631348992615 40.4721537810891),-79.9631348992615,40.4721537810891
10363,2.0,200 ELLA ST,3/22/2017,POINT (-79.9506097424719 40.4645776675921),-79.9506097424719,40.4645776675921
10364,1.0,300 S LEXINGTON AVE,3/22/2017,POINT (-79.9009089085293 40.4469429487105),-79.9009089085293,40.4469429487105
10365,1.0,500 E NORTH AVE,3/22/2017,POINT (-80.0014872474277 40.4565723340217),-80.0014872474277,40.4565723340217
10366,2.0,700 W NORTH AVE,3/22/2017,POINT (-80.0142346872918 40.4543300808226),-80.0142346872918,40.4543300808226
10367,18.0,900 MILTON ST,3/22/2017,POINT (-79.8972356848802 40.4353907193422),-79.8972356848802,40.4353907193422
10368,31.0,1200 TREVANION AVE,3/22/2017,POINT (-79.8993742211463 40.4292113216942),-79.8993742211463,40.4292113216942
10369,14.5,1400 JUNIATA ST,3/22/2017,POINT (-80.0274448741666 40.4570120907768),-80.0274448741666,40.4570120907768
10370,3.3,1800 JANCEY ST,3/22/2017,POINT (-79.9265925301748 40.486086992406),-79.9265925301748,40.486086992406
10371,0.0,5400 HAMPTON ST,3/22/2017,POINT (-79.92895794690889 40.4767022891513),-79.9289579469089,40.4767022891513
10372,0.0,5800 FERREE ST,3/22/2017,POINT (-79.9230859760474 40.4408958404564),-79.9230859760474,40.4408958404564
10373,0.0,3100 AVALON ST,3/22/2017,POINT (-79.96221976192849 40.4484139390649),-79.9622197619285,40.4484139390649
10374,0.0,5100 HOLMES ST,3/22/2017,POINT (-79.95301886672461 40.4776091010959),-79.9530188667246,40.4776091010959
10375,0.0,3500 BEECHWOOD BLVD,3/22/2017,POINT (-79.9273349403625 40.422813616859),-79.9273349403625,40.422813616859
10376,0.0,5700 HOWE ST,3/22/2017,POINT (-79.93026684280311 40.4514624575302),-79.9302668428031,40.4514624575302
10377,0.0,2600 BURHAM ST,3/22/2017,POINT (-79.9704925662117 40.4208652645203),-79.9704925662117,40.4208652645203
10378,2.0,0 CROSSMAN ST,3/22/2017,POINT (-79.97865085618869 40.4232524978855),-79.9786508561887,40.4232524978855
10379,2.0,100 EILER AVE,3/22/2017,POINT (-79.9850025772808 40.3915102580684),-79.9850025772808,40.3915102580684
10380,2.0,200 KAERCHER ST,3/22/2017,POINT (-79.9476048289427 40.4230047999238),-79.9476048289427,40.4230047999238
10381,4.0,300 HANCOCK ST,3/22/2017,POINT (-79.9661285359592 40.4586766482795),-79.9661285359592,40.4586766482795
10382,16.0,400 EUREKA ST,3/22/2017,POINT (-80.00076932870179 40.4239009082312),-80.0007693287018,40.4239009082312
10383,4.0,600 SOUTHERN AVE,3/22/2017,POINT (-80.0127474641141 40.4217969637749),-80.0127474641141,40.4217969637749
10384,0.0,900 BAYRIDGE AVE,3/22/2017,POINT (-80.0214613254698 40.3910273459127),-80.0214613254698,40.3910273459127
10385,0.0,1100 NEW HAMPSHIRE DR,3/22/2017,POINT (-80.02671103987529 40.4660381716088),-80.0267110398753,40.4660381716088
10386,0.0,1400 NAPOLEON ST,3/22/2017,POINT (-80.02921821806351 40.4139337049796),-80.0292182180635,40.4139337049796
10387,4.0,1800 BEECHWOOD BLVD,3/22/2017,POINT (-79.91337093311989 40.4374234331941),-79.9133709331199,40.4374234331941
10388,2.0,4800 DEARBORN ST,3/22/2017,POINT (-79.9461003163991 40.4663515607277),-79.9461003163991,40.4663515607277
10389,0.0,6300 MORROWFIELD AVE,3/21/2017,POINT (-79.92252169761829 40.4275364537409),-79.9225216976183,40.4275364537409
10390,0.0,3900 MAYFAIR ST,3/21/2017,POINT (-80.0785151819036 40.4617248988214),-80.0785151819036,40.4617248988214
10391,0.0,4200 WINTERBURN AVE,3/21/2017,POINT (-79.94000866901349 40.4231559095539),-79.9400086690135,40.4231559095539
10392,0.0,5100 PENN AVE,3/21/2017,POINT (-79.94273393732939 40.4647748283396),-79.9427339373294,40.4647748283396
10393,0.0,5700 KENTUCKY AVE,3/21/2017,POINT (-79.92993381390809 40.4507114403036),-79.9299338139081,40.4507114403036
10394,0.0,5700 KENTUCKY AVE,3/21/2017,POINT (-79.92993381390809 40.4507114403036),-79.9299338139081,40.4507114403036
10395,0.0,3400 BUTLER ST,3/21/2017,POINT (-79.9666254989942 40.4632315480689),-79.9666254989942,40.4632315480689
10396,0.0,5800 MORROWFIELD AVE,3/21/2017,POINT (-79.925321891932 40.4276622444936),-79.925321891932,40.4276622444936
10397,2.0,0 S 14TH ST,3/21/2017,POINT (-79.98399270197071 40.4300321515081),-79.9839927019707,40.4300321515081
10398,2.0,100 S 17TH ST,3/21/2017,POINT (-79.98194076474719 40.4283106014854),-79.9819407647472,40.4283106014854
10399,2.0,100 MERRIMAC ST,3/21/2017,POINT (-80.01277685394111 40.4349305936586),-80.0127768539411,40.4349305936586
10400,2.0,200 MARYLAND AVE,3/21/2017,POINT (-79.9719812962358 40.4770858880447),-79.9719812962358,40.4770858880447
10401,2.0,200 S SAINT CLAIR ST,3/21/2017,POINT (-79.92968252072519 40.461009455491),-79.9296825207252,40.461009455491
10402,34.3,300 KATHLEEN ST,3/21/2017,POINT (-80.0018810964667 40.4254542889984),-80.0018810964667,40.4254542889984
10403,4.3,300 S HIGHLAND AVE,3/21/2017,POINT (-79.9248476693657 40.4569930486808),-79.9248476693657,40.4569930486808
10404,2.0,400 GRANT AVE,3/21/2017,POINT (-79.8494645202031 40.3728092520249),-79.8494645202031,40.3728092520249
10405,8.0,500 HASTINGS ST,3/21/2017,POINT (-79.914970458696 40.4493163770533),-79.914970458696,40.4493163770533
10406,1.0,600 GREENFIELD AVE,3/21/2017,POINT (-79.93965528589401 40.4263494390512),-79.939655285894,40.4263494390512
10407,3.0,800 HEBERTON ST,3/21/2017,POINT (-79.9166484011339 40.4686494154008),-79.9166484011339,40.4686494154008
10408,0.0,900 WETTACH ST,3/21/2017,POINT (-79.9924493729425 40.4568515482235),-79.9924493729425,40.4568515482235
10409,0.0,1000 WOODS RUN AVE,3/21/2017,POINT (-80.0272927713898 40.4792610984344),-80.0272927713898,40.4792610984344
10410,0.2,1100 ST MARTIN ST,3/21/2017,POINT (nan nan),,
10411,1.0,1200 DECATUR ST,3/21/2017,POINT (-80.02352137729601 40.4561113741784),-80.023521377296,40.4561113741784
10412,6.0,1300 MURDOCH RD,3/21/2017,POINT (-79.9302928375634 40.4436044992893),-79.9302928375634,40.4436044992893
10413,0.0,1500 BILTMORE LN,3/21/2017,POINT (-79.91722647799629 40.4198360508857),-79.9172264779963,40.4198360508857
10414,0.0,1700 HARCOR DR,3/21/2017,POINT (-80.00807711044369 40.3862376392538),-80.0080771104437,40.3862376392538
10415,2.0,2300 SIDNEY ST,3/21/2017,POINT (-79.97280504261241 40.4293667749508),-79.9728050426124,40.4293667749508
10416,2.0,2600 BEDFORD AVE,3/21/2017,POINT (-79.971273493143 40.450995754769),-79.971273493143,40.450995754769
10417,2.0,3100 BRERETON ST,3/21/2017,POINT (-79.9671529939792 40.4565317115125),-79.9671529939792,40.4565317115125
10418,4.2,3900 NANTASKET ST,3/21/2017,POINT (-79.9408977886827 40.4276007809867),-79.9408977886827,40.4276007809867
10419,2.0,3900 NANTASKET ST,3/21/2017,POINT (-79.9408977886827 40.4276007809867),-79.9408977886827,40.4276007809867
10420,2.0,4200 LYDIA ST,3/21/2017,POINT (-79.9419922775181 40.4231776010646),-79.9419922775181,40.4231776010646
10421,2.1,4300 TESLA ST,3/21/2017,POINT (-79.9367085458241 40.4210692464724),-79.9367085458241,40.4210692464724
10422,2.1,4300 TESLA ST,3/21/2017,POINT (-79.9367085458241 40.4210692464724),-79.9367085458241,40.4210692464724
10423,7.7,4900 CYPRESS ST,3/21/2017,POINT (-79.9468319980833 40.4587498166703),-79.9468319980833,40.4587498166703
10424,2.0,5200 NORTHUMBERLAND ST,3/21/2017,POINT (nan nan),,
10425,2.0,5400 DARLINGTON RD,3/21/2017,POINT (-79.93320283742329 40.4353974494555),-79.9332028374233,40.4353974494555
10426,2.4,5500 WALNUT ST,3/21/2017,POINT (-79.9335938941632 40.4509660820765),-79.9335938941632,40.4509660820765
10427,2.0,5500 NORTHUMBERLAND ST,3/21/2017,POINT (-79.93050013213031 40.4396995839352),-79.9305001321303,40.4396995839352
10428,2.0,5500 BELLEROCK PL,3/21/2017,POINT (nan nan),,
10429,4.7,5700 MUNHALL RD,3/21/2017,POINT (-79.9245396991295 40.4334270192191),-79.9245396991295,40.4334270192191
10430,2.0,6500 JACKSON ST,3/21/2017,POINT (-79.91211914284 40.4728296753193),-79.91211914284,40.4728296753193
10431,2.0,6600 FORWARD AVE,3/21/2017,POINT (-79.9145143858897 40.4282155889796),-79.9145143858897,40.4282155889796
10432,2.0,6700 GREENWOOD ST,3/21/2017,POINT (-79.9277378238156 40.4869968083245),-79.9277378238156,40.4869968083245
10433,2.0,6800 LINDEN LN,3/21/2017,POINT (-79.9146287696024 40.4474946109818),-79.9146287696024,40.4474946109818
10434,7.0,5600 MELVIN ST,3/20/2017,POINT (-79.9268482091753 40.4300001339997),-79.9268482091753,40.4300001339997
10435,7.0,5600 MELVIN ST,3/20/2017,POINT (-79.9268482091753 40.4300001339997),-79.9268482091753,40.4300001339997
10436,6.0,5800 MORROWFIELD AVE,3/20/2017,POINT (-79.925321891932 40.4276622444936),-79.925321891932,40.4276622444936
10437,7.0,0 MUSGRAVE ST,3/20/2017,POINT (-79.9473177746524 40.4242189844464),-79.9473177746524,40.4242189844464
10438,2.0,0 FREDERICK ST,3/20/2017,POINT (-79.97369187343639 40.4880498144626),-79.9736918734364,40.4880498144626
10439,2.0,0 ALPINE AVE,3/20/2017,POINT (-80.00835844168979 40.4588129280468),-80.0083584416898,40.4588129280468
10440,2.0,0 WATERFRONT DR,3/20/2017,POINT (-79.97879310218021 40.4625415034622),-79.9787931021802,40.4625415034622
10441,2.0,0 WATERFRONT DR,3/20/2017,POINT (-79.97879310218021 40.4625415034622),-79.9787931021802,40.4625415034622
10442,2.0,0 WATERFRONT DR,3/20/2017,POINT (-79.97879310218021 40.4625415034622),-79.9787931021802,40.4625415034622
10443,2.3,0 SOLAR ST,3/20/2017,POINT (-79.9983314758951 40.4642398411721),-79.9983314758951,40.4642398411721
10444,22.0,0 ALBERT ST,3/20/2017,POINT (-79.88646815907239 40.4586288295575),-79.8864681590724,40.4586288295575
10445,2.0,100 SCHENLEY RD,3/20/2017,POINT (-79.9373979832443 40.4396115065337),-79.9373979832443,40.4396115065337
10446,2.0,100 GILDA AVE,3/20/2017,POINT (-79.9162811910648 40.4235285692647),-79.9162811910648,40.4235285692647
10447,0.0,100 ELYSIAN ST,3/20/2017,POINT (-79.9143895018192 40.453210390768),-79.9143895018192,40.453210390768
10448,0.0,100 RICHLAND LN,3/20/2017,POINT (-79.8969267894296 40.4475683496983),-79.8969267894296,40.4475683496983
10449,0.0,100 45TH ST,3/20/2017,POINT (-79.9618063797698 40.4740898910425),-79.9618063797698,40.4740898910425
10450,3.31,100 HALLOCK ST,3/20/2017,POINT (-80.01753766519219 40.4369741266143),-80.0175376651922,40.4369741266143
10451,0.0,100 42ND ST,3/20/2017,POINT (-79.9631348992615 40.4721537810891),-79.9631348992615,40.4721537810891
10452,0.0,100 S DALLAS AVE,3/20/2017,POINT (-79.9088410629104 40.4510186597263),-79.9088410629104,40.4510186597263
10453,0.0,100 EVERGREEN AVE,3/20/2017,POINT (-79.9672803470251 40.4792448519329),-79.9672803470251,40.4792448519329
10454,2.0,100 GRANT AVE,3/20/2017,POINT (-79.8461737897986 40.373531770874),-79.8461737897986,40.373531770874
10455,12.0,200 S ATLANTIC AVE,3/20/2017,POINT (-79.93904666437579 40.4635961812822),-79.9390466643758,40.4635961812822
10456,4.0,200 STRATFORD AVE,3/20/2017,POINT (-79.9328228934946 40.4620981925143),-79.9328228934946,40.4620981925143
10457,0.0,200 AGNEW AVE E,3/20/2017,POINT (nan nan),,
10458,3.6,200 KAERCHER ST,3/20/2017,POINT (-79.9476048289427 40.4230047999238),-79.9476048289427,40.4230047999238
10459,0.0,200 JASPER ST,3/20/2017,POINT (-80.01023243806441 40.4213137655521),-80.0102324380644,40.4213137655521
10460,16.8,200 OLYMPIA ST,3/20/2017,POINT (-80.0167144242143 40.4345376377808),-80.0167144242143,40.4345376377808
10461,0.0,200 BIRMINGHAM AVE,3/20/2017,POINT (-79.986250889611 40.4022398967478),-79.986250889611,40.4022398967478
10462,2.0,200 CHESTERFIELD RD,3/20/2017,POINT (-79.9627935332076 40.440397959121),-79.9627935332076,40.440397959121
10463,1.0,200 MEYRAN AVE,3/20/2017,POINT (-79.9582219264522 40.4403014364959),-79.9582219264522,40.4403014364959
10464,2.0,200 42ND ST,3/20/2017,POINT (-79.9600748403014 40.4701485436834),-79.9600748403014,40.4701485436834
10465,2.0,300 LUCILLE ST,3/20/2017,POINT (-79.9738059841724 40.5335090168508),-79.9738059841724,40.5335090168508
10466,2.0,300 SCHENLEY RD,3/20/2017,POINT (-79.9372557303949 40.4401010362852),-79.9372557303949,40.4401010362852
10467,4.0,300 AUGUSTA ST,3/20/2017,POINT (-80.02309755504631 40.4374676137917),-80.0230975550463,40.4374676137917
10468,1.0,300 LUCILLE ST,3/20/2017,POINT (-79.9738059841724 40.5335090168508),-79.9738059841724,40.5335090168508
10469,0.0,300 LE ROI RD,3/20/2017,POINT (nan nan),,
10470,2.0,300 STRATFORD AVE,3/20/2017,POINT (-79.933605183309 40.4609518971825),-79.933605183309,40.4609518971825
10471,13.7,300 W PENN PL,3/20/2017,POINT (nan nan),,
10472,2.41,300 44TH ST,3/20/2017,POINT (-79.95789212963329 40.4698865586234),-79.9578921296333,40.4698865586234
10473,13.0,300 LEHIGH AVE,3/20/2017,POINT (-79.9261278901172 40.4567976141536),-79.9261278901172,40.4567976141536
10474,2.0,300 S HIGHLAND AVE,3/20/2017,POINT (-79.9248476693657 40.4569930486808),-79.9248476693657,40.4569930486808
10475,0.0,400 ONEIDA ST,3/20/2017,POINT (-80.02102459386261 40.432585786928),-80.0210245938626,40.432585786928
10476,0.0,400 CAMFIELD ST,3/20/2017,POINT (-79.9983739380409 40.4056249964406),-79.9983739380409,40.4056249964406
10477,2.65,400 PEARL ST,3/20/2017,POINT (-79.9509972512415 40.4609194231721),-79.9509972512415,40.4609194231721
10478,1.0,400 DRYCOVE ST,3/20/2017,POINT (-79.9974737425357 40.405559041139),-79.9974737425357,40.405559041139
10479,1.0,400 NATCHEZ ST,3/20/2017,POINT (-80.01208566727421 40.4286993976007),-80.0120856672742,40.4286993976007
10480,0.0,400 30TH ST,3/20/2017,POINT (-79.84334473581769 40.332444461791),-79.8433447358177,40.332444461791
10481,16.0,500 S MURTLAND ST,3/20/2017,POINT (-79.9081714171955 40.4466930566247),-79.9081714171955,40.4466930566247
10482,2.0,500 PROTECTORY PL,3/20/2017,POINT (-79.985163017996 40.4420823200282),-79.985163017996,40.4420823200282
10483,8.38,500 S LANG AVE,3/20/2017,POINT (-79.90625031823809 40.4462077605735),-79.9062503182381,40.4462077605735
10484,1.0,500 COLLINS ST,3/20/2017,POINT (nan nan),,
10485,1.0,600 JACKSONIA ST,3/20/2017,POINT (-80.0138716676889 40.4569655593483),-80.0138716676889,40.4569655593483
10486,0.0,600 GREER ST,3/20/2017,POINT (-79.93913914437211 40.4234090813183),-79.9391391443721,40.4234090813183
10487,0.0,600 PITCAIRN PL,3/20/2017,POINT (-79.94004770660879 40.4514249890313),-79.9400477066088,40.4514249890313
10488,0.0,600 CRYSLER ST,3/20/2017,POINT (-80.0143812414107 40.4029345857829),-80.0143812414107,40.4029345857829
10489,11.0,700 S AIKEN AVE,3/20/2017,POINT (-79.9364495881958 40.4516864187238),-79.9364495881958,40.4516864187238
10490,7.0,700 MARYLAND AVE,3/20/2017,POINT (-79.9293316064484 40.454088356963),-79.9293316064484,40.454088356963
10491,2.0,700 MONTCLAIR ST,3/20/2017,POINT (-79.9331385875047 40.4204190009565),-79.9331385875047,40.4204190009565
10492,4.0,700 COLLEGE AVE,3/20/2017,POINT (-79.9284280259081 40.455225961706),-79.9284280259081,40.455225961706
10493,2.0,800 ALLEGHENY AVE,3/20/2017,POINT (-79.84210217934439 40.5239381512022),-79.8421021793444,40.5239381512022
10494,0.0,800 S BRADDOCK AVE,3/20/2017,POINT (-79.8966194230451 40.4366336651811),-79.8966194230451,40.4366336651811
10495,2.0,800 VISTA ST,3/20/2017,POINT (-79.9976269864422 40.4583658334994),-79.9976269864422,40.4583658334994
10496,0.0,900 IDLEWOOD AVE,3/20/2017,POINT (-80.0745337045159 40.4160652219565),-80.0745337045159,40.4160652219565
10497,0.0,900 HASLAGE AVE,3/20/2017,POINT (-79.9969386987223 40.4597612144151),-79.9969386987223,40.4597612144151
10498,0.0,900 N SHERIDAN AVE,3/20/2017,POINT (-79.917439805416 40.4712319388618),-79.917439805416,40.4712319388618
10499,2.0,900 LINDBERG AVE,3/20/2017,POINT (-79.91565587848621 40.3798193870063),-79.9156558784862,40.3798193870063
10500,2.0,900 LIBERTY AVE ,3/20/2017,POINT (-79.9979605507652 40.4432012586722),-79.9979605507652,40.4432012586722
10501,0.0,1000 VINIAL ST,3/20/2017,POINT (-79.99266323553709 40.4574778511517),-79.9926632355371,40.4574778511517
10502,1.0,1000 WILKINS HEIGHTS RD,3/20/2017,POINT (-79.9355443578348 40.4469779611331),-79.9355443578348,40.4469779611331
10503,0.0,1000 SUMMERSET DR,3/20/2017,POINT (-79.91173511461589 40.4247949762672),-79.9117351146159,40.4247949762672
10504,1.0,1000 FLEMINGTON ST,3/20/2017,POINT (-79.9306299667587 40.4272173061586),-79.9306299667587,40.4272173061586
10505,2.0,1100 WINTERTON ST,3/20/2017,POINT (-79.91346077223341 40.4730585651983),-79.9134607722334,40.4730585651983
10506,2.0,1100 BERKSHIRE AVE,3/20/2017,POINT (-80.01666701696109 40.389875654224),-80.0166670169611,40.389875654224
10507,0.0,1100 BEECHWOOD BLVD,3/20/2017,POINT (-79.9171696946612 40.4500634835738),-79.9171696946612,40.4500634835738
10508,0.0,1100 BEECHWOOD BLVD,3/20/2017,POINT (-79.9171696946612 40.4500634835738),-79.9171696946612,40.4500634835738
10509,0.0,1200 PENNSYLVANIA AVE,3/20/2017,POINT (-80.0226275738261 40.4548798425565),-80.0226275738261,40.4548798425565
10510,5.0,1200 N NEGLEY AVE,3/20/2017,POINT (-79.9233789228462 40.4772735331749),-79.9233789228462,40.4772735331749
10511,0.0,1200 BENNINGTON AVE,3/20/2017,POINT (-79.9337414701937 40.4439449449016),-79.9337414701937,40.4439449449016
10512,15.0,1200 DENNISTON ST,3/20/2017,POINT (-79.9205694057697 40.4478370769453),-79.9205694057697,40.4478370769453
10513,1.0,1200 MCCABE ST,3/20/2017,POINT (-79.9382084270411 40.4810054743457),-79.9382084270411,40.4810054743457
10514,0.0,1200 CLAIRHAVEN ST,3/20/2017,POINT (-80.05228384475021 40.4396942019834),-80.0522838447502,40.4396942019834
10515,0.0,1300 SIMONA DR,3/20/2017,POINT (-79.9377894584135 40.4822896589143),-79.9377894584135,40.4822896589143
10516,0.0,1300 BEECHWOOD BLVD,3/20/2017,POINT (-79.91875119778619 40.4459279923485),-79.9187511977862,40.4459279923485
10517,4.0,1400 ARCH ST,3/20/2017,POINT (-80.0091427961348 40.457427403562),-80.0091427961348,40.457427403562
10518,2.0,1400 ROMANHOFF ST,3/20/2017,POINT (-79.99082009573389 40.4698733049681),-79.9908200957339,40.4698733049681
10519,4.0,1400 SEVERN ST,3/20/2017,POINT (-79.9166964029948 40.4442473755004),-79.9166964029948,40.4442473755004
10520,1.64,1400 HETZEL ST,3/20/2017,POINT (-79.9895835851889 40.4672304797013),-79.9895835851889,40.4672304797013
10521,9.3,1500 FERNLEAF ST,3/20/2017,POINT (-79.975956390931 40.4183797129022),-79.975956390931,40.4183797129022
10522,2.0,1500 MONTEREY ST,3/20/2017,POINT (-80.0134088929305 40.457293694777),-80.0134088929305,40.457293694777
10523,10.2,1500 MURRAY AVE,3/20/2017,POINT (-79.9236001202221 40.4412041374817),-79.9236001202221,40.4412041374817
10524,2.0,1500 BALLINGER ST,3/20/2017,POINT (-80.00228965433109 40.4012033065281),-80.0022896543311,40.4012033065281
10525,4.0,1600 BEECHWOOD BLVD,3/20/2017,POINT (-79.91704634938981 40.4404403215598),-79.9170463493898,40.4404403215598
10526,4.88,1700 MORRELL ST,3/20/2017,POINT (-80.0418489472667 40.482956144261),-80.0418489472667,40.482956144261
10527,4.0,1800 5TH AVE,3/20/2017,POINT (-79.98068682534399 40.4381381436276),-79.980686825344,40.4381381436276
10528,7.0,1800 MORNINGSIDE AVE,3/20/2017,POINT (-79.9268217061115 40.4864985863822),-79.9268217061115,40.4864985863822
10529,5.6,1800 PERROTT ST,3/20/2017,POINT (nan nan),,
10530,16.0,1800 JANCEY ST,3/20/2017,POINT (-79.9265925301748 40.486086992406),-79.9265925301748,40.486086992406
